id,skin_r_forehead,skin_g_forehead,skin_b_forehead,skin_r_cheek,skin_g_cheek,skin_b_cheek,skin_r_jaw,skin_g_jaw,skin_b_jaw,skin_lab_l,skin_lab_a,skin_lab_b,undertone,skin_depth,tan_level,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,contrast_score,chroma_score,value_score,season,subseason,primary_colors,secondary_colors,neutral_colors,accent_colors,avoid_colors_strict,avoid_colors_soft
2302,196,193,163,202,184,151,181,171,148,69,4,14,cool,light,mild,87,19,35,31,30,29,0.521,0.141,0.695,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2303,185,153,107,195,153,95,173,147,92,57,16,26,neutral,deep,none,15,76,24,52,38,27,0.457,0.333,0.573,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2304,218,180,133,220,177,119,198,165,109,66,16,26,neutral,medium,heavy,34,81,60,55,38,19,0.477,0.337,0.668,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2305,172,143,124,175,138,115,160,124,109,55,13,9,neutral,light,heavy,72,54,21,13,45,26,0.362,0.176,0.553,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2306,209,156,121,217,147,115,193,135,110,61,30,13,warm,light,mild,51,89,6,35,52,17,0.457,0.341,0.62,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2307,223,201,116,228,200,106,204,188,106,69,9,44,cool,light,heavy,71,63,25,32,58,7,0.496,0.42,0.692,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2308,240,151,117,249,148,107,229,136,104,65,45,18,cool,medium,heavy,37,14,0,13,50,0,0.606,0.498,0.652,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2309,245,213,159,250,209,144,229,201,140,78,15,30,neutral,light,none,48,76,73,22,40,4,0.557,0.357,0.782,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2310,176,179,113,183,175,98,164,164,88,58,-1,36,neutral,light,heavy,110,89,3,22,16,2,0.331,0.282,0.59,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2311,234,207,118,235,206,105,218,192,98,70,9,48,warm,light,mild,22,15,7,49,41,25,0.674,0.451,0.707,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2312,181,200,170,187,197,155,162,182,153,69,-10,18,warm,medium,heavy,43,0,0,52,60,12,0.651,0.145,0.698,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2313,177,181,139,177,171,128,153,165,121,61,-2,19,neutral,medium,heavy,98,62,69,50,28,48,0.327,0.149,0.616,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2314,200,206,117,205,196,109,186,191,103,66,0,41,neutral,medium,none,63,5,62,18,5,0,0.54,0.322,0.66,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2315,176,207,137,176,204,126,161,193,124,65,-19,36,cool,deep,mild,96,35,0,63,46,0,0.51,0.286,0.655,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2316,209,162,178,212,155,169,196,147,163,69,23,-9,cool,deep,heavy,16,31,47,43,6,43,0.583,0.184,0.694,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2317,217,208,150,218,203,143,196,191,143,73,2,27,cool,deep,heavy,71,26,55,27,52,1,0.55,0.235,0.731,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2318,193,166,186,195,164,174,173,154,164,69,10,-7,warm,medium,none,30,84,47,61,14,15,0.496,0.082,0.69,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2319,189,191,118,195,189,103,179,179,95,63,-2,40,neutral,medium,none,65,65,62,17,5,11,0.405,0.318,0.63,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2320,191,197,135,195,189,126,176,179,124,66,-2,29,warm,medium,mild,84,81,5,39,47,25,0.441,0.227,0.66,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2321,215,172,113,220,171,103,202,159,100,63,19,31,neutral,light,mild,58,90,1,46,29,0,0.46,0.4,0.639,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2322,198,171,146,200,161,132,183,146,126,63,14,12,warm,medium,none,110,68,80,41,50,43,0.307,0.208,0.638,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2323,187,203,159,188,193,154,167,181,146,69,-7,17,warm,deep,none,55,51,0,32,42,0,0.558,0.133,0.693,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2324,227,185,146,237,185,139,212,178,132,72,21,20,cool,deep,mild,24,26,30,65,6,40,0.639,0.325,0.727,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2325,216,137,109,223,136,96,198,123,86,58,38,17,neutral,medium,heavy,73,62,77,43,47,0,0.363,0.439,0.588,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2326,193,180,172,193,173,167,176,161,161,69,5,0,warm,medium,heavy,56,24,7,65,6,4,0.581,0.043,0.69,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2327,193,203,104,200,200,97,176,185,93,64,-5,49,warm,deep,heavy,55,45,30,61,54,28,0.494,0.384,0.643,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2328,241,155,176,243,149,167,225,144,158,72,42,-11,cool,light,heavy,36,75,0,48,4,11,0.616,0.329,0.724,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2329,231,195,104,238,188,95,217,176,88,67,20,44,warm,light,none,32,0,0,41,23,50,0.656,0.502,0.675,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2330,189,167,141,198,160,129,182,149,126,63,14,13,cool,medium,heavy,93,56,35,43,54,50,0.39,0.212,0.63,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2331,202,142,180,202,139,173,182,129,168,66,26,-19,neutral,medium,none,72,42,0,37,33,22,0.534,0.208,0.665,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2332,243,202,155,243,199,142,228,187,135,75,17,26,cool,light,heavy,91,0,75,42,10,38,0.578,0.337,0.757,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2333,227,141,133,231,132,125,207,127,124,63,44,1,neutral,deep,heavy,33,8,50,17,50,46,0.542,0.357,0.631,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2334,192,142,126,201,140,118,183,128,110,59,25,8,warm,medium,heavy,94,41,0,42,33,42,0.42,0.267,0.593,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2335,215,182,108,216,180,98,191,170,92,63,13,38,cool,deep,heavy,108,0,3,68,20,15,0.517,0.404,0.639,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2336,181,163,139,191,153,127,170,142,123,60,14,10,cool,deep,heavy,18,88,34,55,18,0,0.456,0.192,0.609,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2337,163,172,145,170,172,139,151,158,136,62,-6,14,warm,medium,mild,38,35,70,33,18,45,0.449,0.11,0.622,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2338,171,213,175,172,206,164,149,196,155,70,-22,18,neutral,light,mild,10,69,0,19,1,11,0.602,0.173,0.702,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2339,222,212,177,228,203,171,212,195,161,78,7,13,cool,deep,none,66,90,19,62,34,26,0.558,0.165,0.78,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2340,201,136,138,210,133,130,190,120,126,61,33,-1,neutral,medium,heavy,102,7,25,53,4,45,0.44,0.263,0.612,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2341,166,171,117,175,168,112,154,159,108,58,-1,25,neutral,light,none,83,0,0,25,13,39,0.5,0.2,0.588,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2342,201,155,137,205,150,131,186,137,123,62,22,7,cool,medium,heavy,24,51,70,27,50,47,0.472,0.231,0.629,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2343,214,175,183,219,168,172,199,153,165,72,20,-4,neutral,deep,mild,17,48,55,52,6,33,0.583,0.161,0.724,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2344,180,158,165,184,156,154,165,148,151,63,9,-1,cool,medium,mild,37,55,16,13,48,0,0.504,0.071,0.639,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2345,200,174,142,205,164,130,181,156,122,64,15,14,cool,deep,mild,42,18,76,32,53,0,0.498,0.235,0.646,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2346,227,139,166,227,130,156,206,116,153,66,43,-15,warm,light,mild,25,60,9,62,15,31,0.578,0.341,0.664,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2347,234,199,112,236,196,99,215,183,98,68,15,46,warm,medium,none,27,37,10,66,10,50,0.616,0.478,0.688,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2348,233,171,173,236,163,158,215,153,149,72,31,0,cool,light,mild,57,65,21,33,7,26,0.548,0.247,0.722,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2349,239,161,185,243,155,171,220,143,164,73,39,-10,cool,deep,none,13,33,78,21,33,10,0.612,0.306,0.737,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2350,228,152,128,229,150,123,208,140,116,64,34,11,cool,deep,mild,97,72,17,38,50,42,0.414,0.357,0.65,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2351,215,180,183,216,173,175,197,164,174,73,16,-3,warm,deep,mild,79,63,70,40,54,40,0.455,0.129,0.731,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2352,170,184,161,180,181,150,156,168,143,66,-5,13,cool,light,mild,19,76,15,21,15,33,0.524,0.102,0.661,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2353,193,189,105,193,185,96,171,171,91,61,-1,42,neutral,medium,heavy,31,31,33,12,16,44,0.514,0.329,0.613,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2354,176,179,153,186,178,140,161,168,140,65,-1,16,warm,medium,mild,46,89,0,62,48,15,0.486,0.129,0.652,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2355,191,190,122,192,187,112,176,180,103,63,-2,35,neutral,medium,mild,30,63,71,58,27,8,0.457,0.275,0.635,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2356,198,197,156,204,188,149,184,181,143,70,3,17,neutral,deep,heavy,46,4,0,27,20,50,0.639,0.157,0.701,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2357,176,202,129,177,196,124,161,188,120,64,-14,33,cool,deep,mild,45,47,19,14,40,14,0.503,0.263,0.643,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2358,173,175,184,175,169,175,153,161,175,67,-2,-5,cool,light,mild,17,8,55,26,26,22,0.571,0.059,0.672,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2359,185,207,167,190,202,160,173,191,156,71,-11,18,warm,deep,heavy,32,49,0,14,44,5,0.611,0.145,0.715,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2360,215,194,133,219,191,124,204,185,117,69,9,31,cool,deep,mild,56,29,0,50,41,15,0.584,0.314,0.692,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2361,171,195,130,175,189,125,153,183,118,63,-12,29,cool,deep,none,34,63,67,68,49,46,0.436,0.231,0.633,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2362,199,176,125,207,174,116,184,162,115,64,11,26,neutral,light,heavy,28,24,50,58,13,19,0.537,0.298,0.643,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2363,193,162,182,195,161,168,180,148,168,67,12,-6,warm,medium,heavy,22,10,0,47,5,19,0.639,0.094,0.678,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2364,236,166,130,237,166,125,215,153,124,68,30,18,neutral,medium,none,39,83,11,34,27,13,0.538,0.38,0.684,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2365,191,194,122,195,189,117,172,176,108,64,-2,33,neutral,medium,heavy,32,16,0,38,49,23,0.592,0.263,0.648,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2366,162,162,157,172,156,146,157,151,136,61,3,2,warm,deep,heavy,40,75,19,46,13,46,0.447,0.043,0.613,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2367,238,185,131,242,184,116,217,174,108,70,24,31,neutral,deep,heavy,90,43,14,20,4,41,0.515,0.435,0.702,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2368,208,203,116,217,195,110,200,183,100,67,6,40,neutral,light,mild,71,7,37,44,42,2,0.555,0.361,0.676,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2369,193,183,154,201,177,148,183,165,146,68,7,12,neutral,deep,mild,31,60,0,11,12,17,0.568,0.149,0.681,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2370,168,150,152,178,147,137,155,133,134,59,10,2,cool,deep,mild,56,6,8,13,30,48,0.509,0.102,0.597,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2371,218,169,158,220,162,153,197,147,144,69,24,2,neutral,medium,none,72,0,20,55,40,38,0.575,0.204,0.693,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2372,191,211,137,200,204,126,176,192,119,68,-7,36,cool,medium,heavy,67,78,35,50,0,12,0.455,0.286,0.686,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2373,170,180,134,171,172,122,147,161,120,60,-5,22,cool,deep,none,13,56,77,34,17,29,0.441,0.176,0.601,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2374,226,163,135,235,162,127,215,151,124,67,31,15,neutral,deep,mild,43,78,37,66,26,48,0.503,0.365,0.678,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2375,228,195,129,234,185,122,210,176,118,70,19,29,warm,light,heavy,40,75,3,37,19,0,0.562,0.38,0.701,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2376,240,163,163,248,153,154,232,143,149,71,42,-3,warm,medium,none,82,46,0,32,40,36,0.56,0.333,0.719,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2377,201,185,125,211,178,114,190,173,108,65,11,29,warm,medium,none,49,61,56,66,26,0,0.458,0.322,0.651,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2378,239,198,154,244,192,145,220,180,144,75,21,21,neutral,light,heavy,29,88,57,25,60,0,0.562,0.329,0.753,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2379,172,147,135,177,141,127,159,134,124,57,13,4,warm,medium,heavy,85,68,0,17,56,21,0.389,0.137,0.575,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2380,209,206,117,215,197,102,193,192,97,66,4,45,neutral,medium,none,23,8,26,38,52,25,0.623,0.384,0.665,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2381,228,205,104,228,205,95,205,192,92,68,6,52,cool,medium,mild,78,1,37,27,13,0,0.579,0.463,0.684,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2382,207,156,128,210,153,115,191,148,108,61,23,16,cool,deep,mild,106,57,2,40,40,1,0.405,0.314,0.618,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2383,233,143,161,242,139,146,219,134,138,68,46,-6,warm,deep,none,53,10,40,19,29,44,0.56,0.365,0.682,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2384,224,150,134,232,141,128,210,133,127,64,40,4,warm,deep,none,108,46,0,26,18,20,0.452,0.349,0.648,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2385,230,208,146,233,199,141,217,188,132,74,12,26,warm,medium,heavy,69,16,14,10,0,48,0.619,0.302,0.742,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2386,244,147,156,248,146,148,225,132,148,70,46,-3,warm,deep,none,40,13,80,25,29,13,0.566,0.361,0.702,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2387,206,207,120,211,206,110,186,198,109,68,-2,45,cool,deep,mild,11,37,27,23,19,20,0.61,0.357,0.682,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2388,176,162,148,180,153,142,157,141,133,61,8,3,cool,deep,none,106,19,60,49,25,38,0.39,0.09,0.614,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2389,203,140,138,213,138,130,193,127,128,62,32,1,warm,light,mild,81,0,0,23,27,10,0.518,0.267,0.622,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2390,181,156,120,183,153,112,162,145,110,57,10,18,cool,deep,mild,24,59,0,54,39,0,0.48,0.22,0.579,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2391,240,166,183,247,157,174,222,142,173,74,40,-11,neutral,medium,heavy,81,47,33,36,32,49,0.545,0.314,0.749,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2392,188,143,164,196,143,154,181,134,147,63,21,-8,warm,medium,mild,109,43,65,55,43,0,0.357,0.169,0.638,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2393,218,197,158,227,192,143,212,183,142,72,12,22,neutral,deep,heavy,22,66,0,22,20,34,0.624,0.271,0.728,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2394,224,169,105,228,163,100,207,153,99,63,27,29,warm,medium,mild,29,73,4,59,10,4,0.527,0.443,0.635,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2395,169,180,174,171,178,168,153,167,164,66,-8,2,neutral,medium,none,98,61,62,19,40,33,0.393,0.067,0.669,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2396,180,209,110,184,204,97,164,195,96,62,-15,51,cool,light,none,90,33,80,66,35,16,0.435,0.4,0.627,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2397,199,145,152,201,144,138,178,136,131,62,23,0,cool,medium,mild,96,20,78,21,7,10,0.384,0.188,0.625,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2398,200,212,147,207,202,138,183,194,132,70,-2,29,cool,deep,heavy,12,23,42,52,40,4,0.627,0.231,0.708,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2399,180,147,149,190,137,135,173,122,130,59,21,-1,cool,medium,heavy,59,84,62,38,12,12,0.348,0.169,0.597,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
